seed,noise,nn_mean,densvar_mean,lcf_mean,nclusters_mean,lcf_time_std,runtime_sec
3,0.05,0.027662608256220612,1.7559999999968785,0.7316666666666667,31.75,0.08140775283854863,5.3598952293396
4,0.05,0.026199530740892783,2.0324444444408316,0.7515,31.15,0.08308279003500063,5.431628942489624
5,0.05,0.02785749301897623,1.5662222222194377,0.648,30.65,0.11138721251163039,5.450464963912964
6,0.05,0.02712627421142847,1.7764444444412866,0.7245000000000001,32.35,0.06131226993387575,5.2426512241363525
7,0.05,0.026992320805129866,1.8879999999966437,0.7188333333333332,34.7,0.08520090635928965,5.570558071136475
8,0.05,0.026252702135901484,2.126222222218442,0.7510000000000001,32.4,0.05176978956023592,5.391113996505737
9,0.05,0.026794533078589106,1.8342222222189615,0.7441666666666666,31.05,0.06476345848976532,5.544100761413574
0,0.06,0.028641510324779667,1.3959999999975181,0.4076666666666666,31.2,0.15479053947548319,5.365782976150513
1,0.06,0.02872590128802906,1.3924444444419688,0.372,31.65,0.1480330293474324,5.3968400955200195
2,0.06,0.028725728767397547,1.3528888888864838,0.42233333333333334,29.85,0.1303929957219073,5.2427637577056885
3,0.06,0.028887522508923912,1.3417777777753925,0.4305,31.1,0.1775395886994097,5.2358081340789795
4,0.06,0.02838457443159888,1.3991111111086236,0.4188333333333333,31.65,0.15686963802257384,5.2502100467681885
5,0.06,0.028483399556473426,1.359111111108695,0.39316666666666666,32.35,0.14294705702151098,5.304419755935669
6,0.06,0.028560469327945537,1.3702222222197864,0.4425,29.85,0.14230200670092852,5.370876789093018
7,0.06,0.028761232570881888,1.359555555553139,0.4258333333333333,31.45,0.11851336070952788,5.228919267654419
8,0.06,0.028814758136648317,1.3688888888864554,0.3673333333333333,31.1,0.12494709991743617,5.176331043243408
9,0.06,0.028810507651838728,1.4115555555530461,0.516,30.85,0.17335128112208076,5.220498323440552
0,0.07,0.029134871242969686,1.3248888888865338,0.3201666666666667,29.85,0.07527339060606567,5.264679193496704
1,0.07,0.028536781101344617,1.3537777777753712,0.3646666666666666,30.15,0.12975789421499992,5.302699089050293
2,0.07,0.028884241648356217,1.3164444444421044,0.38550000000000006,30.55,0.1627550135769846,5.467958927154541
3,0.07,0.028962043607241472,1.3435555555531669,0.43966666666666665,30.05,0.166809605372246,5.328572750091553
4,0.07,0.02878651149227023,1.3408888888865051,0.3665,31.65,0.14460857128430835,5.346941947937012
5,0.07,0.028850348795219118,1.337333333330956,0.37283333333333335,31.6,0.13989390821460224,5.370620965957642
6,0.07,0.028888843607871806,1.3275555555531957,0.2828333333333334,33.0,0.10966248725572073,5.214807987213135
7,0.07,0.028999573807279567,1.371999999997561,0.4803333333333334,29.8,0.13792872555538727,5.261016845703125
8,0.07,0.029047448492699062,1.3324444444420758,0.33316666666666667,32.0,0.14152139610516692,5.188261032104492
9,0.07,0.029168988027767323,1.334666666664294,0.34,30.9,0.1154171179293224,5.179233074188232
0,0.08,0.02861633474128126,1.3488888888864912,0.3323333333333333,31.7,0.16185761918701538,5.173558950424194
1,0.08,0.02913354835359606,1.3288888888865262,0.4258333333333332,31.05,0.2050497907013481,5.284189224243164
2,0.08,0.029103094788330446,1.3173333333309913,0.4558333333333334,30.05,0.11768071209845733,5.159391164779663
3,0.08,0.029074409236227623,1.3222222222198714,0.3803333333333333,30.8,0.1397573293645493,5.1509974002838135
4,0.08,0.028697994593689408,1.3213333333309845,0.32783333333333337,30.25,0.1567137340645179,5.136712074279785
5,0.08,0.028873805937514957,1.3311111111087448,0.35016666666666674,30.4,0.10530102352567879,5.143498182296753
6,0.08,0.028776298148487,1.3386666666642868,0.35033333333333333,29.7,0.16516624621540835,5.160977125167847
7,0.08,0.028863366522822353,1.3524444444420403,0.33649999999999997,31.8,0.15902646530268688,5.166762828826904
8,0.08,0.028925431418979602,1.3231111111087592,0.3225,30.85,0.15246083285734588,5.135979890823364
9,0.08,0.029038915366645275,1.308888888886562,0.3225,31.15,0.13177369068048275,5.187414169311523
